institution_id,total_students,ug_students,pg_students,total_faculty,required_faculty,faculty_phd_count,total_labs,total_classrooms,computer_count,library_books,total_area_sqft,hostel_capacity,annual_budget,naac_grade,iso_certified,nba_programs,faculty_ratio,phd_percentage,area_per_student,computer_student_ratio,faculty_shortage_amt,risk_score,risk_level,approved,approval_probability
17931,1713,1206,507,120,115,43,39,28,375,6522,17252,685,45.56830424,,1,4,14.275,0.358333333,10.07122008,4.568,0,52,Medium,1,53.72299531
17932,1220,940,280,101,82,28,14,18,257,13548,23892,0,74.36263355,B+,0,0,12.07920792,0.277227723,19.58360656,4.747081712,0,20,Low,1,85.88501109
17933,2830,2433,397,150,189,51,21,69,946,9480,44498,1132,28.25093033,A+,1,3,18.86666667,0.34,15.72367491,2.99154334,39,27,Low,1,77.45700009
17934,671,498,173,34,45,10,31,9,142,31705,13098,268,45.59344609,B,1,1,19.73529412,0.294117647,19.52011923,4.725352113,11,43,Medium,1,54.75923202
17935,2648,2294,354,170,177,65,20,54,586,13375,61546,1588,49.78173855,A++,1,3,15.57647059,0.382352941,23.24244713,4.518771331,7,31,Medium,1,68.01466111
17936,2628,2270,358,186,176,84,35,62,1039,9879,31316,1576,51.47219782,A+,1,2,14.12903226,0.451612903,11.91628615,2.529355149,0,29,Low,1,77.38865533
17937,2051,1476,575,170,137,34,23,47,657,16738,20761,820,14.89493817,B++,1,0,12.06470588,0.2,10.12237933,3.121765601,0,38,Medium,1,61.27770978
17938,3595,2602,993,168,240,65,38,79,915,22045,79760,719,78.48247957,A++,1,0,21.39880952,0.386904762,22.18636996,3.928961749,72,39,Medium,1,60.61767828
17939,943,761,182,71,63,13,32,18,270,17139,20272,377,41.08276132,A+,1,5,13.28169014,0.183098592,21.49734889,3.492592593,0,21,Low,1,76.20906296
17940,2250,1620,630,95,150,32,5,36,384,8120,27431,450,12.85252508,A+,0,5,23.68421053,0.336842105,12.19155556,5.859375,55,62,High,0,35.63919765
17941,1916,1438,478,136,128,56,24,43,484,24499,41466,1149,58.06625096,B++,1,2,14.08823529,0.411764706,21.64196242,3.958677686,0,10,Low,1,92.32897122
17942,912,679,233,91,61,22,17,20,393,4994,12035,547,51.6135454,A+,1,1,10.02197802,0.241758242,13.19627193,2.320610687,0,44,Medium,1,57.47845572
17943,4458,3675,783,334,298,57,28,91,923,5683,77000,2674,65.11642998,,1,0,13.34730539,0.170658683,17.27231943,4.829902492,0,39,Medium,1,60.71579176
17944,1441,1239,202,82,97,38,19,30,308,10458,34277,576,37.29646673,B++,1,3,17.57317073,0.463414634,23.7869535,4.678571429,15,35,Medium,1,67.16300706
17945,2290,1786,504,118,153,57,8,42,398,11556,27446,1374,29.73976228,A,1,1,19.40677966,0.483050847,11.98515284,5.753768844,35,56,Medium,0,46.93280422
17946,2084,1644,440,97,139,30,11,47,833,13909,50013,833,5.986144807,B,1,2,21.48453608,0.309278351,23.99856046,2.50180072,42,24,Low,1,71.91628231
17947,1872,1366,506,126,125,48,26,40,342,7565,31816,374,79.00764539,B++,1,1,14.85714286,0.380952381,16.9957265,5.473684211,0,14,Low,1,85.79428441
17948,2139,1568,571,107,143,20,13,35,949,15309,34214,1283,14.59164665,A,1,2,19.99065421,0.186915888,15.99532492,2.253951528,36,31,Medium,1,66.90051128
17949,2315,2056,259,161,155,82,8,46,900,15567,42568,926,55.36161884,A,0,0,14.37888199,0.50931677,18.38790497,2.572222222,0,6,Low,1,94.56744211
17950,914,746,168,51,61,24,33,16,184,14539,9385,182,18.34225096,B,1,0,17.92156863,0.470588235,10.26805252,4.967391304,10,53,Medium,0,34.71653695
17951,1998,1640,358,142,134,73,7,31,336,16503,42133,799,8.255638981,B+,1,4,14.07042254,0.514084507,21.08758759,5.946428571,0,14,Low,1,88.29998115
17952,2657,2322,335,161,178,39,10,60,704,8882,53490,1062,39.48773748,A,1,1,16.50310559,0.242236025,20.13172751,3.774147727,17,45,Medium,1,54.78184827
17953,1864,1413,451,166,125,47,38,29,311,13641,22904,745,7.828201715,,1,0,11.22891566,0.28313253,12.28755365,5.993569132,0,46,Medium,1,55.74448009
17954,492,374,118,17,33,4,6,9,83,14437,7761,295,42.607466,A+,0,2,28.94117647,0.235294118,15.77439024,5.927710843,16,46,Medium,1,56.64205006
17955,2852,2519,333,44,191,16,13,58,1160,8666,33172,0,14.26418567,B+,1,1,64.81818182,0.363636364,11.63113604,2.45862069,147,53,Medium,0,43.31407416
17956,1378,1184,194,92,92,32,25,20,441,20369,29290,551,10.34592246,B,1,3,14.97826087,0.347826087,21.25544267,3.124716553,0,11,Low,1,99.45247962
17957,300,264,36,21,20,11,31,5,56,19721,5009,180,6.779561088,A++,0,4,14.28571429,0.523809524,16.69666667,5.357142857,0,10,Low,1,87.83486951
17958,1907,1533,374,107,128,53,29,33,352,17649,45215,0,77.70456009,A,0,4,17.82242991,0.495327103,23.71001573,5.417613636,21,33,Medium,1,56.33055226
17959,2851,2444,407,151,191,42,29,67,947,19258,49587,1710,25.11687557,B++,1,3,18.8807947,0.278145695,17.39284462,3.010559662,40,43,Medium,0,48.70461111
17960,1967,1394,573,122,132,26,31,42,444,19055,33497,393,53.84613767,B++,0,3,16.12295082,0.213114754,17.02948653,4.43018018,10,45,Medium,1,51.85116277
17961,2691,2327,364,138,180,37,24,47,564,19691,63279,1076,46.15604969,B,1,3,19.5,0.268115942,23.51505017,4.771276596,42,46,Medium,1,57.31187451
17962,2562,2134,428,136,171,49,5,59,962,14279,40061,1024,71.13321079,A,1,3,18.83823529,0.360294118,15.63661202,2.663201663,35,26,Low,1,68.73319699
17963,495,405,90,27,33,4,36,9,167,6813,7479,297,44.08082635,A,1,1,18.33333333,0.148148148,15.10909091,2.964071856,6,44,Medium,1,55.5168266
17964,1036,849,187,65,70,16,21,23,404,2000,19795,414,16.97229652,B+,1,1,15.93846154,0.246153846,19.10714286,2.564356436,5,47,Medium,1,58.49618855
17965,2189,1622,567,123,146,36,5,51,368,10787,47741,875,41.06340113,B+,1,1,17.79674797,0.292682927,21.80950206,5.948369565,23,47,Medium,1,53.42976899
17966,1495,1201,294,104,100,37,14,23,340,2000,17484,598,20.31431678,A++,0,2,14.375,0.355769231,11.69498328,4.397058824,0,42,Medium,1,60.1182759
17967,2966,2087,879,174,198,77,29,51,710,12835,36584,1779,59.25085928,B+,1,2,17.04597701,0.442528736,12.33445718,4.177464789,24,52,Medium,0,44.3496251
17968,2754,2294,460,192,184,82,16,40,466,18731,50174,1101,34.18127683,,1,5,14.34375,0.427083333,18.21859114,5.909871245,0,20,Low,1,73.67733483
17969,672,574,98,45,45,8,12,10,229,11128,12371,403,42.21572257,B,1,2,14.93333333,0.177777778,18.40922619,2.934497817,0,0,Low,1,102.459576
17970,1111,815,296,45,75,20,36,27,235,13005,11602,444,29.25609931,B,1,2,24.68888889,0.444444444,10.44284428,4.727659574,30,54,Medium,0,49.56739029
17971,1801,1594,207,108,121,44,29,32,592,14807,26050,360,23.63847492,B++,0,1,16.67592593,0.407407407,14.46418656,3.04222973,13,52,Medium,0,43.26516197
17972,2982,2620,362,218,199,43,26,43,1237,25040,55177,1192,74.07376683,B,1,2,13.67889908,0.197247706,18.50335345,2.410670978,0,12,Low,1,87.11572606
17973,451,399,52,25,31,11,30,9,76,12154,6948,180,20.72864204,A,0,4,18.04,0.44,15.40576497,5.934210526,6,40,Medium,1,54.60131029
17974,1495,1137,358,78,100,31,19,28,259,18233,36031,598,34.39446188,B,1,1,19.16666667,0.397435897,24.10100334,5.772200772,22,39,Medium,1,56.11700155
17975,760,532,228,77,51,33,5,13,142,25940,9950,0,33.59343731,,1,0,9.87012987,0.428571429,13.09210526,5.352112676,0,40,Medium,1,59.23585872
17976,1291,910,381,92,87,25,30,22,257,31630,17880,258,26.29422293,A,1,2,14.0326087,0.27173913,13.84972889,5.023346304,0,39,Medium,1,64.31473945
17977,300,227,73,35,20,6,14,4,60,15680,6091,60,30.72116118,,1,6,8.571428571,0.171428571,20.30333333,5,0,28,Low,1,80.8308299
17978,2477,2032,445,210,166,96,33,46,676,16366,34883,1486,59.25392647,A,1,2,11.7952381,0.457142857,14.0827614,3.664201183,0,30,Medium,1,65.03578249
17979,2222,1758,464,138,149,46,29,50,379,24832,30547,0,71.79839711,B,0,0,16.10144928,0.333333333,13.74752475,5.862796834,11,64,High,0,32.00935235
17980,1818,1525,293,156,122,73,34,29,513,37442,22542,1090,36.91703558,B++,1,2,11.65384615,0.467948718,12.39933993,3.543859649,0,28,Low,1,72.8848762
17981,720,594,126,54,48,20,13,14,125,13458,16706,144,10.61164533,B,1,4,13.33333333,0.37037037,23.20277778,5.76,0,7,Low,1,101.8934388
17982,915,713,202,80,61,22,7,15,287,5469,21755,0,32.93268474,B+,1,3,11.4375,0.275,23.77595628,3.18815331,0,26,Low,1,72.84839199
17983,2656,2364,292,196,178,67,32,47,538,24410,43288,0,29.07287832,B,1,1,13.55102041,0.341836735,16.29819277,4.936802974,0,7,Low,1,87.45199149
17984,1484,1171,313,111,99,49,39,22,404,23949,26815,296,66.53637148,A++,1,4,13.36936937,0.441441441,18.06940701,3.673267327,0,10,Low,1,90.52706567
17985,2647,2103,544,211,177,63,19,51,1217,8519,27556,1588,58.12790434,B++,0,4,12.5450237,0.298578199,10.41027578,2.175020542,0,43,Medium,1,50.7142724
17986,3290,2801,489,303,220,164,17,80,761,19472,57051,1316,41.15407702,A,0,2,10.85808581,0.541254125,17.34072948,4.32325887,0,13,Low,1,89.44597581
17987,1564,1309,255,95,105,28,13,29,463,19071,30463,0,18.95956823,A++,1,1,16.46315789,0.294736842,19.47762148,3.377969762,10,43,Medium,1,57.38923188
17988,1580,1136,444,73,106,31,12,32,422,16934,20873,948,63.44285614,A,0,0,21.64383562,0.424657534,13.21075949,3.744075829,33,53,Medium,0,43.86249737
17989,2351,1869,482,164,157,74,21,37,665,27144,30894,940,49.46651754,A++,1,2,14.33536585,0.451219512,13.14079115,3.535338346,0,28,Low,1,63.13637235
17990,1110,932,178,104,74,18,22,19,211,22220,12003,444,47.67199357,B+,1,0,10.67307692,0.173076923,10.81351351,5.260663507,0,37,Medium,1,66.6406486
17991,2255,2004,251,163,151,47,29,55,821,7518,43816,902,69.42139769,B,1,1,13.83435583,0.288343558,19.43059867,2.746650426,0,14,Low,1,82.20434565
17992,1115,837,278,82,75,25,11,24,257,14809,16608,223,25.26202811,B++,1,1,13.59756098,0.304878049,14.89506726,4.338521401,0,31,Medium,1,70.83788669
17993,2194,1893,301,162,147,60,10,45,1035,8433,35137,1316,23.83198042,B+,1,0,13.54320988,0.37037037,16.01504102,2.119806763,0,8,Low,1,94.13096632
17994,709,637,72,37,48,7,29,11,272,12357,10251,425,5.035001856,A+,1,3,19.16216216,0.189189189,14.4583921,2.606617647,11,56,Medium,0,39.39277051
17995,2433,2101,332,183,163,84,28,36,872,25323,40840,1459,61.19249324,B,0,2,13.29508197,0.459016393,16.78586108,2.790137615,0,2,Low,1,104.2560291
17996,2798,1989,809,181,187,92,22,44,1077,7229,32863,1678,68.47044433,B,0,5,15.45856354,0.508287293,11.74517513,2.597957289,6,53,Medium,1,53.76175206
17997,1786,1386,400,50,120,25,10,32,364,15775,31450,357,33.26360394,,1,1,35.72,0.5,17.60918253,4.906593407,70,49,Medium,1,57.49849185
17998,2069,1799,270,132,138,60,29,39,904,20324,46273,0,34.83868566,B+,0,0,15.67424242,0.454545455,22.36491058,2.288716814,6,26,Low,1,73.18105743
17999,2048,1760,288,151,137,73,34,40,411,12244,45986,409,12.74168993,A+,1,4,13.56291391,0.483443709,22.45410156,4.98296837,0,9,Low,1,90.88331964
18000,300,236,64,24,20,4,17,7,70,10617,5422,180,76.90554124,B++,1,1,12.5,0.166666667,18.07333333,4.285714286,0,17,Low,1,75.11494291
18001,904,659,245,46,61,11,22,16,360,21766,15528,542,10.22785192,B++,0,0,19.65217391,0.239130435,17.17699115,2.511111111,15,40,Medium,1,66.18865999
18002,2398,2154,244,128,160,64,38,52,1048,27343,32222,479,50.35157522,A+,1,1,18.734375,0.5,13.43703086,2.288167939,32,47,Medium,1,50.11088977
18003,2105,1813,292,199,141,62,32,45,747,13176,48596,0,68.64427416,B++,1,1,10.57788945,0.311557789,23.08598575,2.81793842,0,1,Low,1,93.45324287
18004,1404,999,405,102,94,26,37,29,604,10697,23701,280,39.16688098,A,1,2,13.76470588,0.254901961,16.88105413,2.324503311,0,9,Low,1,100.2118459
18005,885,623,262,60,59,17,19,19,431,21285,18462,354,71.66439793,B++,0,2,14.75,0.283333333,20.86101695,2.053364269,0,12,Low,1,82.50483737
18006,1873,1473,400,91,125,49,37,31,635,19147,30009,1123,13.55708173,,1,0,20.58241758,0.538461538,16.02189002,2.949606299,34,35,Medium,1,60.14381828
18007,1534,1306,228,68,103,30,10,29,382,19056,36416,0,34.6697736,B+,1,3,22.55882353,0.441176471,23.73924381,4.015706806,35,36,Medium,1,58.80588464
18008,2964,2212,752,175,198,75,12,54,1232,15803,42512,0,71.13487384,B++,0,3,16.93714286,0.428571429,14.34278003,2.405844156,23,46,Medium,1,51.38896719
18009,809,696,113,55,54,26,23,12,154,6762,15260,161,10.90150059,B++,1,3,14.70909091,0.472727273,18.86279357,5.253246753,0,15,Low,1,86.05734345
18010,1339,967,372,104,90,39,26,24,509,19380,25437,803,14.38720469,A,1,2,12.875,0.375,18.9970127,2.63064833,0,4,Low,1,97.60457545
18011,1858,1365,493,126,124,39,39,28,349,9851,21565,1114,46.01692417,B++,1,4,14.74603175,0.30952381,11.6065662,5.323782235,0,38,Medium,1,67.49202797
18012,2704,2317,387,168,181,36,21,39,470,33761,51956,1622,67.13228672,A+,1,3,16.0952381,0.214285714,19.21449704,5.753191489,13,43,Medium,1,59.06643252
18013,2800,2337,463,180,187,33,9,44,474,18842,32657,1120,6.437809306,B+,1,2,15.55555556,0.183333333,11.66321429,5.907172996,7,64,High,0,33.51541609
18014,1332,1110,222,94,89,23,11,28,283,9021,25340,266,56.73283002,A,0,0,14.17021277,0.244680851,19.02402402,4.706713781,0,34,Medium,1,63.50061404
18015,1611,1312,299,104,108,55,17,27,486,18988,29408,322,21.33929875,,1,1,15.49038462,0.528846154,18.25450031,3.314814815,4,46,Medium,0,49.98057961
18016,1810,1590,220,136,121,32,32,33,335,22726,42159,1086,38.66123193,A++,0,1,13.30882353,0.235294118,23.29226519,5.402985075,0,16,Low,1,88.51186472
18017,2958,2216,742,80,198,35,5,58,574,21259,33985,1183,55.69424478,B+,0,1,36.975,0.4375,11.48918188,5.153310105,118,56,Medium,0,36.33564499
18018,4050,3631,419,263,270,73,29,62,962,4939,91301,2430,70.80767736,B++,1,1,15.39923954,0.27756654,22.54345679,4.20997921,7,56,Medium,0,46.76634191
18019,2312,2006,306,169,155,42,13,44,718,17139,48422,1387,62.15856629,B++,0,0,13.68047337,0.24852071,20.94377163,3.22005571,0,21,Low,1,82.42257821
18020,1533,1200,333,117,103,31,6,24,418,17562,17198,919,14.48057863,B++,0,0,13.1025641,0.264957265,11.21852577,3.667464115,0,40,Medium,1,64.84340947
18021,1876,1481,395,84,126,26,27,45,846,15460,36195,750,71.64074141,B++,1,1,22.33333333,0.30952381,19.29371002,2.21749409,42,30,Medium,1,67.07841387
18022,1315,1003,312,75,88,37,26,21,388,18007,32797,526,60.75941317,B+,1,2,17.53333333,0.493333333,24.94068441,3.389175258,13,32,Medium,1,70.64544933
18023,2193,1644,549,134,147,29,18,52,406,13690,23859,0,49.73487297,A,1,2,16.36567164,0.21641791,10.87961696,5.401477833,13,64,High,0,37.00967461
18024,486,419,67,34,33,16,36,7,145,14306,8517,291,11.97347559,B++,1,2,14.29411765,0.470588235,17.52469136,3.351724138,0,10,Low,1,78.49008308
18025,3521,2651,870,248,235,109,27,74,625,19649,50678,704,59.79010374,B++,0,4,14.19758065,0.439516129,14.39307015,5.6336,0,30,Medium,1,65.69351441
18026,3033,2414,619,94,203,29,26,75,588,9400,52618,0,67.8519624,A,1,2,32.26595745,0.308510638,17.34849984,5.158163265,109,47,Medium,0,47.69157454
18027,1856,1588,268,78,124,14,16,41,536,12375,19918,1113,6.08383086,B+,0,4,23.79487179,0.179487179,10.73168103,3.462686567,46,64,High,0,30.45969762
18028,2492,1793,699,138,167,56,6,36,446,16409,32026,1495,74.59595855,,1,6,18.05797101,0.405797101,12.85152488,5.587443946,29,62,High,0,40.63212751
18029,3057,2548,509,162,204,88,6,72,733,27074,34252,1222,47.85918234,,1,3,18.87037037,0.543209877,11.20444881,4.17053206,42,59,Medium,0,42.16559659
18030,2387,2002,385,174,160,56,34,46,886,22239,30793,1432,66.21632295,B++,1,3,13.7183908,0.32183908,12.90029326,2.694130926,0,18,Low,1,82.03167079
18031,1149,988,161,51,77,22,11,27,425,15204,23686,689,65.67118047,B+,0,1,22.52941176,0.431372549,20.61444735,2.703529412,26,32,Medium,1,73.36467903
18032,1828,1554,274,126,122,46,11,27,446,24826,26826,365,14.78773647,B++,1,1,14.50793651,0.365079365,14.6750547,4.098654709,0,30,Medium,1,63.88019836
18033,2252,1966,286,101,151,50,15,45,457,6052,39399,1351,66.75057138,B,1,2,22.2970297,0.495049505,17.49511545,4.927789934,50,41,Medium,1,55.36637729
18034,2205,1761,444,139,147,37,5,41,673,11769,34394,0,54.29346353,A,1,2,15.86330935,0.26618705,15.59818594,3.276374443,8,50,Medium,0,43.78857681
18035,1374,1089,285,97,92,20,9,25,378,3020,14058,274,46.40222845,B++,0,0,14.16494845,0.206185567,10.23144105,3.634920635,0,49,Medium,1,60.60420684
18036,2272,1615,657,182,152,73,7,38,574,22152,40827,454,37.69792047,B++,1,1,12.48351648,0.401098901,17.96963028,3.958188153,0,8,Low,1,99.75487309
18037,2139,1758,381,129,143,50,11,39,999,12558,23100,1283,12.13692977,A+,1,1,16.58139535,0.387596899,10.79943899,2.141141141,14,47,Medium,1,56.93115064
18038,2340,1735,605,211,156,48,21,39,542,11320,26056,936,24.95340345,A+,1,0,11.09004739,0.227488152,11.13504274,4.317343173,0,38,Medium,1,51.85035678
18039,1478,1098,380,109,99,27,32,23,487,6826,23552,295,40.54022493,B,1,1,13.55963303,0.247706422,15.93504736,3.034907598,0,24,Low,1,74.49064178
18040,300,232,68,21,20,10,23,6,99,16091,5372,0,78.93088028,B++,1,1,14.28571429,0.476190476,17.90666667,3.03030303,0,11,Low,1,83.26261895
18041,3394,2381,1013,192,227,83,22,67,954,25840,48511,1357,71.21662858,A,1,0,17.67708333,0.432291667,14.29316441,3.557651992,35,52,Medium,0,46.82027491
18042,2148,1553,595,164,144,89,9,53,370,19765,30875,0,50.21538824,B,1,4,13.09756098,0.542682927,14.37383613,5.805405405,0,27,Low,1,75.35392757
18043,2487,1911,576,127,166,40,17,38,572,22064,35257,497,52.0278201,A+,1,1,19.58267717,0.31496063,14.17651789,4.347902098,39,53,Medium,1,52.27997619
18044,1013,886,127,59,68,22,38,22,284,28940,23110,202,11.05422339,A+,0,2,17.16949153,0.372881356,22.81342547,3.566901408,9,33,Medium,1,75.63821314
18045,2003,1747,256,117,134,19,27,34,505,12206,43304,0,49.81148623,A+,1,3,17.11965812,0.162393162,21.61957064,3.966336634,17,40,Medium,1,59.85240841
18046,3604,2808,796,215,241,80,13,64,1010,20723,48089,2162,30.04939517,,1,1,16.7627907,0.372093023,13.34322974,3.568316832,26,67,High,0,33.84221771
18047,3326,2627,699,177,222,41,8,74,945,15312,77323,1995,75.20575614,A,1,2,18.79096045,0.231638418,23.2480457,3.51957672,45,41,Medium,1,64.25880588
18048,1547,1182,365,130,104,58,14,26,349,23425,29049,618,5.941528296,A+,1,1,11.9,0.446153846,18.77763413,4.432664756,0,7,Low,1,87.96282492
18049,1218,1080,138,84,82,36,13,22,255,29955,15733,730,46.80541832,B+,0,3,14.5,0.428571429,12.91707718,4.776470588,0,35,Medium,1,66.97580354
18050,2659,2182,477,160,178,46,13,41,1268,6586,56674,531,49.3076713,B+,0,1,16.61875,0.2875,21.31402783,2.097003155,18,47,Medium,1,54.7575662
18051,1170,1019,151,56,78,23,35,23,481,23115,21789,468,40.81409574,A+,1,2,20.89285714,0.410714286,18.62307692,2.432432432,22,21,Low,1,82.09566894
18052,1944,1695,249,108,130,57,32,33,689,5598,45754,0,67.83187488,A+,0,3,18,0.527777778,23.53600823,2.821480406,22,39,Medium,1,67.90913017
18053,1682,1195,487,82,113,33,25,24,615,5623,34895,0,60.65618217,A+,1,2,20.51219512,0.402439024,20.74613555,2.73495935,31,34,Medium,1,61.58712003
18054,1810,1311,499,131,121,31,30,31,388,13524,28743,362,77.55518934,B+,1,2,13.81679389,0.236641221,15.8801105,4.664948454,0,25,Low,1,71.92071591
18055,2130,1881,249,163,142,77,27,40,469,22905,34934,1278,69.33612906,B++,1,0,13.06748466,0.472392638,16.40093897,4.541577825,0,10,Low,1,98.13271928
18056,1076,840,236,77,72,32,23,20,276,21710,19886,645,64.85134093,A++,1,2,13.97402597,0.415584416,18.48141264,3.898550725,0,6,Low,1,96.91593466
18057,2184,1562,622,153,146,36,12,47,584,23596,42843,436,26.19856764,A,0,1,14.2745098,0.235294118,19.61675824,3.739726027,0,22,Low,1,78.27638552
18058,3317,2669,648,246,222,65,7,59,683,11427,78982,0,54.96333556,B,1,2,13.48373984,0.264227642,23.81127525,4.856515373,0,18,Low,1,77.53771849
18059,1312,983,329,83,88,25,7,20,267,11119,25207,0,39.9439454,B,1,4,15.80722892,0.301204819,19.21265244,4.913857678,5,35,Medium,1,55.02679064
18060,3174,2700,474,265,212,134,27,71,594,15657,39635,634,15.31005,A,0,2,11.97735849,0.505660377,12.48739761,5.343434343,0,31,Medium,1,66.53856917
18061,2197,1559,638,130,147,46,22,33,1006,15435,46177,0,56.19837113,A+,0,1,16.9,0.353846154,21.01820665,2.18389662,17,25,Low,1,78.33894247
18062,2565,1990,575,236,171,90,32,48,677,17249,43189,1539,63.38075981,B++,1,2,10.86864407,0.381355932,16.83781676,3.788774003,0,2,Low,1,101.3122513
18063,3265,2779,486,199,218,100,15,71,606,16588,58090,0,37.60840834,B+,1,1,16.40703518,0.502512563,17.79173047,5.387788779,19,33,Medium,1,68.04165155
18064,1373,1222,151,82,92,24,32,24,325,18853,17635,549,36.18255541,A,1,1,16.74390244,0.292682927,12.84413693,4.224615385,10,70,High,0,25.25366231
18065,3142,2326,816,260,210,119,31,76,593,19064,45418,628,39.9480968,A,1,3,12.08461538,0.457692308,14.45512412,5.298482293,0,32,Medium,1,53.2020472
18066,3679,2700,979,250,246,73,5,55,1591,9077,61123,2207,48.74703258,B+,1,0,14.716,0.292,16.61402555,2.31238215,0,14,Low,1,83.49148257
18067,510,384,126,38,34,8,7,11,107,3506,11480,0,44.57335595,A+,0,2,13.42105263,0.210526316,22.50980392,4.76635514,0,30,Medium,1,66.70094426
18068,945,745,200,80,63,17,24,14,199,2000,23461,567,25.97182664,A,1,2,11.8125,0.2125,24.82645503,4.748743719,0,21,Low,1,86.53803032
18069,2303,1956,347,149,154,26,29,47,432,30596,43393,1381,74.9803568,A+,1,1,15.45637584,0.174496644,18.84194529,5.331018519,5,46,Medium,1,51.04021095
18070,300,242,58,15,20,5,7,4,62,15906,5514,180,13.88135171,B++,0,3,20,0.333333333,18.38,4.838709677,5,35,Medium,1,61.95656802
18071,3071,2510,561,258,205,62,17,68,902,16336,71225,614,60.60114134,B+,1,2,11.90310078,0.240310078,23.19277108,3.404656319,0,23,Low,1,71.8839627
18072,300,269,31,22,20,9,30,4,82,22523,3741,0,13.94218355,A+,1,1,13.63636364,0.409090909,12.47,3.658536585,0,29,Low,1,75.62675158
18073,1911,1463,448,131,128,36,28,33,342,12561,21820,764,41.43928277,B,0,2,14.58778626,0.27480916,11.4181057,5.587719298,0,39,Medium,1,58.11155654
18074,3450,2817,633,251,230,62,15,60,687,13585,35895,2070,20.3354708,A++,1,4,13.74501992,0.247011952,10.40434783,5.021834061,0,38,Medium,1,70.34053503
18075,872,742,130,51,59,11,17,13,217,21366,17142,523,56.57413817,,1,1,17.09803922,0.215686275,19.65825688,4.01843318,8,58,Medium,0,49.14370187
18076,2583,1902,681,230,173,75,31,42,626,17341,34753,516,30.1874948,A++,1,4,11.23043478,0.326086957,13.45451026,4.126198083,0,30,Medium,1,63.47840779
18077,300,245,55,15,20,7,9,4,52,19731,7452,0,72.54898553,B+,1,3,20,0.466666667,24.84,5.769230769,5,30,Medium,1,71.02487599
18078,1478,1076,402,74,99,28,26,24,341,18462,31343,591,12.60388019,A,0,4,19.97297297,0.378378378,21.20635995,4.33431085,25,38,Medium,1,67.8383247
18079,846,699,147,42,57,13,6,13,216,8074,18933,0,30.18525009,B++,1,1,20.14285714,0.30952381,22.37943262,3.916666667,15,37,Medium,0,49.62675946
18080,1479,1313,166,97,99,34,26,34,315,22119,26378,887,32.54606335,B++,1,1,15.24742268,0.350515464,17.83502366,4.695238095,2,30,Medium,1,70.30565255
18081,926,804,122,61,62,23,27,17,161,4168,13592,185,63.02987423,B,0,2,15.18032787,0.37704918,14.67818575,5.751552795,1,65,High,0,37.39208806
18082,998,704,294,79,67,30,17,22,269,18869,22168,199,19.49178814,A+,1,1,12.63291139,0.379746835,22.21242485,3.710037175,0,10,Low,1,94.18290251
18083,1633,1264,369,122,109,48,13,24,401,32122,33382,979,40.08111136,A,0,0,13.3852459,0.393442623,20.44213105,4.072319202,0,11,Low,1,88.43067213
18084,3560,2586,974,206,238,94,24,84,858,2000,52461,0,72.05746274,B++,1,4,17.2815534,0.45631068,14.73623596,4.149184149,32,64,High,0,30.05587828
18085,2775,2370,405,119,185,53,30,51,974,12190,35340,1665,25.92592834,B++,1,1,23.31932773,0.445378151,12.73513514,2.849075975,66,45,Medium,1,52.47070074
18086,1306,979,327,87,88,29,12,22,556,12897,26470,783,79.36321621,,1,2,15.01149425,0.333333333,20.26799387,2.348920863,1,34,Medium,1,70.04026916
18087,1980,1446,534,80,132,22,10,34,855,21078,41947,1188,59.80080863,B+,1,3,24.75,0.275,21.18535354,2.315789474,52,34,Medium,1,69.32991594
18088,495,381,114,34,33,13,17,9,126,6481,8028,297,56.14770763,B++,1,3,14.55882353,0.382352941,16.21818182,3.928571429,0,20,Low,1,89.29886148
18089,3379,2560,819,298,226,81,36,84,734,21755,76786,675,50.48629656,A,1,3,11.33892617,0.271812081,22.7244747,4.603542234,0,16,Low,1,76.01702279
18090,1081,840,241,60,73,11,31,22,246,12982,19754,648,64.70017689,B,1,3,18.01666667,0.183333333,18.27382054,4.394308943,13,40,Medium,1,66.83935829
18091,472,421,51,31,32,5,14,7,118,32627,4882,188,49.73064082,B++,0,3,15.22580645,0.161290323,10.34322034,4,1,68,High,0,23.6433452
18092,3008,2556,452,125,201,62,26,56,521,20329,38905,0,21.59765492,B+,0,3,24.064,0.496,12.93384309,5.773512476,76,60,High,0,43.13651583
18093,1737,1220,517,109,116,31,30,34,666,3759,27808,694,73.94186261,,1,4,15.93577982,0.28440367,16.00921128,2.608108108,7,52,Medium,0,39.2564752
18094,3396,2540,856,180,227,98,13,50,654,23390,57394,0,20.29749272,B++,1,2,18.86666667,0.544444444,16.90047114,5.19266055,47,36,Medium,1,64.57684456
18095,1645,1305,340,89,110,14,13,39,704,18670,28676,0,70.12365678,A,1,4,18.48314607,0.157303371,17.43221884,2.336647727,21,31,Medium,1,73.1660309
18096,1993,1666,327,136,133,24,11,34,394,23397,39392,398,73.73147805,B++,1,4,14.65441176,0.176470588,19.76517812,5.058375635,0,13,Low,1,82.39738894
18097,2212,1823,389,130,148,21,18,33,513,24342,25122,884,36.61103303,A+,0,4,17.01538462,0.161538462,11.35714286,4.311890838,18,66,High,0,32.74698774
18098,2158,1583,575,108,144,22,25,49,476,30465,25222,0,17.31757663,A,0,2,19.98148148,0.203703704,11.68767377,4.533613445,36,68,High,0,33.81225204
